Train_No,Journey_Duration_Minutes,Total_Distance,Number_of_Stops
12801,1840.0,1860,32
12802,1855.0,1860,31
12803,1970.0,2076,21
12804,2140.0,2076,21
12805,750.0,688,21
12806,750.0,689,21
12807,2060.0,1900,41
12808,2015.0,1895,40
12809,1995.0,1972,44
12810,1985.0,1979,42
12811,1650.0,1701,18
12812,1675.0,1709,18
12813,240.0,254,8
12814,245.0,253,9
12815,1810.0,1794,29
12816,1780.0,1788,29
12817,1395.0,1291,19
12818,1260.0,1294,19
12819,1740.0,1774,13
12820,1755.0,1774,13
12821,500.0,504,15
12822,510.0,503,16
12823,1265.0,1255,12
12824,1305.0,1266,12
12825,1270.0,1297,9
12826,1320.0,1300,9
12827,330.0,323,14
12828,350.0,323,15
12829,1210.0,1222,21
12830,1255.0,1222,21
12831,860.0,725,12
12832,795.0,722,12
12833,2235.0,2097,63
12834,2250.0,2098,64
12835,2075.0,1891,24
12836,2075.0,1891,25
12837,505.0,504,14
12838,510.0,503,14
12839,1685.0,1664,35
12840,1695.0,1663,36
12841,1570.0,1664,15
12842,1625.0,1663,17
12843,2275.0,2148,43
12844,2295.0,2141,43
12845,1640.0,1510,21
12846,1605.0,1510,21
12847,190.0,185,5
12848,190.0,186,5
12849,1330.0,1312,18
12850,1390.0,1305,18
12851,1440.0,1412,17
12852,1385.0,1409,17
12853,970.0,889,31
12854,975.0,897,31
12855,425.0,416,16
12856,430.0,405,17
12857,202.0,185,8
12858,205.0,186,8
12859,1830.0,1972,27
12860,1890.0,1979,26
12861,605.0,578,18
12862,650.0,576,19
12863,2080.0,1959,35
12864,2090.0,1959,36
12865,340.0,344,9
12866,350.0,343,9
12867,2000.0,1922,17
12868,2050.0,1922,16
12869,1945.0,1972,20
12870,1960.0,1979,19
12871,800.0,745,31
12872,815.0,746,31
12873,1455.0,1322,21
12874,1450.0,1325,21
12875,2090.0,1911,42
12876,2065.0,1912,41
12877,1090.0,1333,15
12878,1160.0,1336,15
12879,1860.0,1790,20
12880,1825.0,1798,20
12881,525.0,504,9
12882,530.0,503,9
12883,325.0,322,12
12884,340.0,330,13
12885,315.0,318,13
12886,340.0,317,13
12887,525.0,504,10
12888,530.0,503,11
12889,2065.0,1890,26
12890,2070.0,1893,24
12891,340.0,311,16
12892,340.0,311,16
12893,415.0,395,16
12894,430.0,395,16
12895,525.0,504,10
12896,530.0,503,11
12897,1445.0,1423,19
12898,1515.0,1423,19
12901,510.0,490,14
12902,505.0,490,14
12903,1925.0,1885,34
12904,1900.0,1888,35
12905,2625.0,2559,30
12906,2615.0,2566,30
12907,1270.0,1355,5
12908,1140.0,1358,5
12909,1025.0,1355,9
12910,995.0,1358,9
12911,1500.0,1427,16
12912,1415.0,1430,16
12913,710.0,650,14
12914,710.0,650,14
12915,940.0,930,20
12916,980.0,933,20
12917,1055.0,1075,10
12918,975.0,1077,10
12919,1800.0,1598,52
12920,1795.0,1601,51
12921,280.0,262,14
12922,285.0,262,14
12923,660.0,606,12
12924,640.0,606,12
12925,1880.0,1810,42
12926,1835.0,1813,41
12927,375.0,391,7
12928,375.0,391,7
12929,370.0,344,19
12930,375.0,344,19
12931,440.0,490,11
12932,420.0,490,11
12933,465.0,490,11
12934,460.0,490,10
12935,260.0,251,10
12936,260.0,251,10
12937,2605.0,2509,17
12938,2490.0,2508,17
12939,1325.0,1289,13
12940,1370.0,1290,12
12941,2450.0,2308,32
12942,2360.0,2308,32
12943,1375.0,1301,12
12944,1415.0,1301,12
12946,680.0,632,14
12947,1850.0,1754,19
12948,1785.0,1754,19
12949,2875.0,2664,37
12950,2825.0,2670,37
12951,935.0,1373,8
12952,950.0,1376,8
12953,1035.0,1366,13
12954,1015.0,1369,13
12955,1070.0,1157,19
12956,1060.0,1158,19
12957,830.0,931,10
12958,825.0,934,10
12959,1065.0,972,20
12960,1050.0,972,20
12961,845.0,831,19
12962,830.0,831,19
12963,735.0,735,18
12964,740.0,733,18
12967,2195.0,2179,32
12968,2290.0,2174,32
12969,2695.0,2673,39
12970,2785.0,2667,39
12971,780.0,778,20
12972,845.0,778,20
12973,595.0,593,8
12974,605.0,593,8
12975,2635.0,2483,42
12976,2650.0,2483,43
12977,943.0,778,17
12978,360.0,2560,7
12979,1135.0,1146,17
12980,1075.0,1147,17
12981,730.0,672,21
12982,710.0,672,21
12983,770.0,715,15
12984,770.0,715,15
12985,270.0,302,6
12986,270.0,302,6
12987,1670.0,1637,22
12988,1630.0,1638,22
12989,1060.0,974,23
12990,1040.0,976,23
12991,450.0,434,15
12992,450.0,434,15
12993,2485.0,2288,27
12994,2475.0,2295,27
12995,1025.0,944,19
12996,1005.0,945,19
13005,2265.0,1906,57
13006,2200.0,1907,56
13007,2725.0,1949,112
13008,2790.0,1952,108
13009,2110.0,1558,77
13010,2095.0,1559,78
13011,445.0,340,18
13012,415.0,340,18
13013,140.0,111,6
13014,165.0,111,6
13015,185.0,158,5
13016,185.0,158,5
13017,355.0,275,15
13018,365.0,275,15
13019,2140.0,1517,66
13020,2325.0,1521,64
13021,1000.0,691,42
13022,1080.0,692,42
13023,925.0,658,33
13024,920.0,658,33
13027,340.0,275,11
13028,365.0,275,11
13033,740.0,419,49
13034,765.0,419,45
13043,1015.0,697,19
13044,945.0,698,19
13049,2670.0,1908,111
13050,2735.0,1909,106
13053,315.0,210,6
13054,310.0,210,6
13063,695.0,403,12
13064,585.0,424,12
13071,575.0,472,21
13072,600.0,472,21
13103,275.0,229,14
13104,290.0,229,14
13105,1010.0,680,30
13106,1125.0,681,30
13109,135.0,112,2
13110,135.0,112,2
13113,270.0,222,12
13114,305.0,222,12
13117,275.0,222,11
13118,280.0,222,11
13119,2305.0,1627,89
13120,2440.0,1627,91
13121,865.0,740,16
13122,905.0,741,16
13129,105.0,78,2
13130,110.0,78,2
13131,835.0,545,44
13132,860.0,546,45
13133,1465.0,871,82
13134,1575.0,871,84
13135,840.0,618,17
13136,905.0,619,17
13137,1120.0,785,22
13138,1185.0,786,22
13141,1055.0,716,34
13142,1010.0,716,34
13145,680.0,473,20
13146,705.0,473,20
13147,845.0,692,24
13148,825.0,692,24
13149,940.0,734,25
13150,1005.0,734,25
13151,2725.0,1978,96
13152,2690.0,1979,97
13153,465.0,350,14
13154,465.0,350,15
13155,845.0,618,19
13156,890.0,618,19
13157,740.0,564,14
13158,785.0,565,14
13159,850.0,542,16
13160,765.0,542,16
13161,580.0,427,12
13162,535.0,426,12
13163,985.0,589,33
13164,1015.0,589,33
13165,855.0,606,15
13166,840.0,618,15
13167,1705.0,1462,22
13168,1685.0,1463,22
13169,985.0,569,27
13170,1015.0,568,27
13185,905.0,625,22
13186,860.0,626,21
13187,295.0,228,10
13188,280.0,228,10
13201,2145.0,1698,67
13202,2140.0,1699,63
13205,435.0,223,9
13206,350.0,223,9
13225,555.0,264,20
13226,475.0,264,20
13233,235.0,108,15
13234,245.0,108,15
13235,550.0,305,29
13236,490.0,305,29
13237,1505.0,1245,28
13238,1600.0,1246,28
13239,1505.0,1198,24
13240,1600.0,1199,24
13241,445.0,271,21
13242,415.0,271,21
13243,350.0,242,24
13244,360.0,242,24
13245,760.0,487,32
13246,735.0,485,35
13247,1340.0,969,41
13248,1360.0,967,44
13249,305.0,193,12
13250,355.0,193,12
13257,1135.0,971,8
13258,1080.0,971,8
13287,2900.0,1112,51
13288,1455.0,1113,52
13301,350.0,198,12
13302,325.0,197,12
13303,410.0,295,10
13304,425.0,292,10
13305,235.0,198,17
13306,240.0,198,17
13307,2215.0,1600,74
13308,2070.0,1600,71
13319,485.0,331,20
13320,510.0,328,20
13329,380.0,290,11
13330,365.0,290,11
13331,620.0,367,22
13332,490.0,367,22
13345,400.0,208,9
13346,435.0,208,9
13347,840.0,493,32
13348,735.0,493,32
13351,3415.0,2535,96
13352,3335.0,2534,97
13401,425.0,230,28
13402,385.0,230,28
13403,895.0,572,26
13404,815.0,575,26
13409,330.0,231,17
13410,345.0,231,17
13413,2010.0,1399,63
13414,2005.0,1399,61
13415,570.0,399,18
13416,630.0,399,18
13417,870.0,659,16
13418,890.0,660,16
13419,395.0,239,18
13420,415.0,239,18
13421,290.0,224,11
13422,305.0,224,11
13423,2090.0,1748,18
13424,2135.0,1749,18
13425,2420.0,2141,30
13426,2485.0,2130,30
13429,1770.0,1405,24
13430,1840.0,1405,24
13465,425.0,329,15
13466,400.0,329,15
13483,2010.0,1447,65
13484,2005.0,1447,63
13501,395.0,330,18
13502,395.0,323,18
13505,480.0,379,14
13506,480.0,372,14
13507,815.0,641,15
13508,860.0,643,15
13509,1245.0,859,24
13510,1215.0,861,22
13511,210.0,166,9
13512,200.0,166,9
14001,485.0,471,2
14002,440.0,471,2
14003,1775.0,1418,23
14004,1790.0,1418,23
14005,1560.0,1182,41
14006,1760.0,1183,43
14007,1730.0,1235,34
14008,1775.0,1236,34
14011,500.0,410,9
14012,540.0,410,9
14013,795.0,627,15
14014,845.0,627,15
14015,1705.0,1218,35
14016,1745.0,1219,36
14017,1730.0,1282,36
14018,1775.0,1283,36
14019,2810.0,2478,18
14020,2915.0,2479,18
14021,440.0,291,18
14022,445.0,291,18
14033,895.0,653,32
14034,910.0,653,30
14035,575.0,495,19
14036,665.0,495,20
14041,660.0,338,20
14042,670.0,338,20
14043,430.0,237,13
14044,430.0,237,13
14055,3280.0,2578,62
14056,3165.0,2579,61
14085,400.0,263,20
14086,388.0,263,20
14095,335.0,269,14
14096,345.0,269,15
14101,255.0,208,13
14102,300.0,208,13
14109,305.0,213,12
14110,265.0,213,12
14113,580.0,360,15
14114,545.0,360,16
14115,840.0,724,15
14116,900.0,724,15
14117,410.0,263,10
14118,420.0,263,10
14119,515.0,335,11
14120,495.0,335,11
14123,305.0,246,15
14124,325.0,246,15
14125,410.0,202,15
14126,355.0,202,15
14151,630.0,429,13
14152,705.0,478,13
14163,775.0,629,30
14164,790.0,629,24
14201,320.0,197,11
14202,320.0,197,11
14203,350.0,301,14
14204,390.0,301,14
14205,735.0,614,11
14206,775.0,614,11
14207,825.0,659,16
14208,750.0,659,16
14209,225.0,194,8
14210,240.0,194,8
14211,260.0,188,18
14212,270.0,191,18
14213,360.0,254,12
14214,405.0,255,12
14215,250.0,200,11
14216,265.0,200,11
14217,1160.0,875,41
14218,1095.0,875,40
14219,375.0,301,12
14220,450.0,301,12
14221,315.0,203,9
14222,305.0,203,9
14227,305.0,276,13
14228,340.0,276,12
14235,880.0,558,48
14236,915.0,558,45
14257,975.0,793,32
14258,1020.0,793,34
14260,420.0,319,8
14265,1325.0,845,49
14266,1280.0,845,51
14307,760.0,460,41
14308,740.0,460,40
14309,1720.0,1226,30
14310,1635.0,1228,30
14311,1920.0,1543,46
14312,1915.0,1540,45
14313,1885.0,1592,26
14314,1980.0,1591,27
14315,340.0,257,16
14316,315.0,257,16
14317,1720.0,1165,30
14318,1490.0,1168,30
14319,1360.0,1021,19
14320,1445.0,1020,19
14321,1650.0,1409,46
14322,1650.0,1407,45
14323,140.0,71,6
14324,105.0,71,6
14369,1215.0,722,36
14370,1165.0,722,36
14371,255.0,201,10
14372,290.0,201,10
14501,635.0,523,13
14502,665.0,523,13
14503,575.0,479,10
14504,630.0,479,10
14505,345.0,286,11
14506,355.0,286,12
14511,1095.0,773,29
14512,1025.0,773,28
14519,450.0,335,19
14520,435.0,335,19
14521,335.0,261,14
14522,360.0,261,14
14523,1615.0,1295,21
14524,1645.0,1296,21
14525,405.0,314,15
14526,415.0,314,15
14545,495.0,212,27
14546,395.0,203,27
14553,590.0,398,28
14554,560.0,398,26
14555,455.0,271,21
14556,425.0,271,21
14601,225.0,184,10
14602,265.0,184,10
14603,2070.0,1568,33
14604,1850.0,1571,33
14609,845.0,635,22
14610,975.0,635,22
14611,1685.0,1385,14
14613,300.0,236,8
14614,285.0,236,8
14615,960.0,661,18
14616,870.0,661,18
14623,1200.0,1027,23
14624,1290.0,1029,23
14625,450.0,382,18
14626,440.0,382,18
14629,155.0,123,9
14630,150.0,123,9
14631,750.0,462,27
14632,745.0,462,29
14633,150.0,106,7
14634,150.0,106,7
14645,815.0,639,29
14646,835.0,639,28
14649,2440.0,1668,63
14650,2240.0,1669,58
14659,1090.0,919,39
14660,1110.0,919,39
14661,240.0,209,8
14662,255.0,209,8
14673,2440.0,1650,58
14674,2240.0,1653,58
14681,545.0,438,21
14682,525.0,438,21
14703,395.0,314,14
14704,380.0,314,14
14707,1450.0,1211,34
14708,1470.0,1209,34
14709,2440.0,2094,31
14710,2370.0,2091,31
14711,590.0,471,21
14712,560.0,471,21
14713,710.0,534,15
14714,750.0,534,15
14715,650.0,445,10
14716,580.0,445,10
14717,975.0,751,14
14718,935.0,751,14
14723,975.0,604,31
14724,995.0,605,30
14731,640.0,521,29
14732,645.0,521,29
14795,145.0,108,6
14796,160.0,108,6
14801,960.0,735,41
14803,575.0,479,17
14804,600.0,479,17
14805,2730.0,2242,38
14806,3015.0,2240,37
14807,175.0,150,10
14808,205.0,150,10
14809,360.0,300,11
14810,390.0,300,11
14811,400.0,291,12
14812,380.0,291,12
14853,1515.0,1193,36
14854,1500.0,1194,37
14863,1465.0,1145,31
14864,1395.0,1146,32
14865,1465.0,1170,33
14866,1400.0,1171,33
14887,1365.0,1082,40
14888,1390.0,1082,40
14889,360.0,324,2
14890,290.0,324,2
15001,1435.0,1122,26
15002,1485.0,1124,26
15003,855.0,551,31
15004,800.0,551,28
15005,1000.0,813,16
15006,1000.0,814,16
15007,765.0,503,36
15008,795.0,505,37
15009,485.0,329,16
15011,960.0,698,20
15012,965.0,698,20
15013,1700.0,1255,39
15014,1595.0,1256,39
15015,3070.0,2501,23
15016,3235.0,2504,23
15017,2195.0,1718,73
15018,2195.0,1718,73
15019,155.0,81,5
15020,145.0,81,5
15021,1203.0,1056,15
15022,1215.0,1055,15
15023,3025.0,2460,24
15024,2645.0,2473,24
15025,1020.0,823,11
15026,1065.0,823,11
15027,1460.0,859,50
15028,1485.0,864,50
15029,2080.0,1747,20
15030,1995.0,1748,20
15033,305.0,243,8
15034,310.0,243,8
15035,405.0,278,10
15036,400.0,277,10
15037,355.0,246,20
15038,335.0,247,20
15039,155.0,107,8
15040,120.0,107,8
15041,135.0,107,9
15042,140.0,107,9
15043,605.0,341,11
15044,470.0,341,11
15045,2830.0,2285,39
15046,2785.0,2286,39
15047,1035.0,855,19
15048,1015.0,858,19
15049,1155.0,879,27
15050,1225.0,882,27
15051,1065.0,873,22
15052,1095.0,875,23
15053,805.0,535,13
15054,860.0,536,13
15055,635.0,440,21
15056,680.0,440,21
15057,845.0,748,8
15058,860.0,749,8
15059,390.0,248,11
15060,390.0,248,11
15063,2070.0,1745,23
15064,2080.0,1745,23
15065,2090.0,1743,23
15066,2080.0,1743,23
15067,2315.0,1896,26
15068,2475.0,1895,26
15069,365.0,333,11
15070,415.0,333,11
15097,2205.0,1777,31
15098,2115.0,1780,31
15101,1980.0,1878,19
15102,2225.0,1882,19
15103,345.0,234,15
15104,345.0,234,16
15105,240.0,177,10
15106,260.0,179,16
15111,295.0,222,14
15112,315.0,222,14
15115,1480.0,996,21
15116,1400.0,996,21
15117,625.0,492,11
15118,635.0,493,10
15119,3225.0,2790,37
15120,3095.0,2785,37
15159,1460.0,1091,50
15160,1515.0,1092,46
15201,425.0,204,17
15202,355.0,204,17
15203,990.0,670,37
15204,1020.0,674,37
15205,820.0,585,28
15206,770.0,585,27
15209,1935.0,1520,48
15210,1975.0,1523,48
15211,1950.0,1485,48
15212,1915.0,1486,46
15215,260.0,159,13
15216,230.0,159,13
15227,3125.0,2729,36
15228,3145.0,2729,35
15231,1970.0,1523,32
15232,2130.0,1520,34
15233,710.0,534,10
15234,685.0,534,10
15235,685.0,535,11
15236,675.0,536,11
15267,2230.0,1924,24
15268,2390.0,1925,23
15269,2150.0,1744,25
15270,2130.0,1745,25
15271,705.0,549,12
15272,705.0,550,12
15273,1455.0,955,45
15274,1400.0,956,45
15275,170.0,109,8
15276,220.0,109,8
15279,1460.0,1182,22
15280,1550.0,1185,22
15283,660.0,373,19
15284,615.0,373,19
15417,1065.0,589,26
15418,915.0,589,26
15463,405.0,308,15
15464,415.0,309,15
15483,2235.0,1638,58
15484,2245.0,1638,59
15529,1605.0,1253,25
15530,1640.0,1255,25
15531,2160.0,1612,28
15532,2045.0,1615,28
15547,2230.0,1963,20
15548,2160.0,1963,20
15549,460.0,243,10
15550,450.0,243,10
15559,2415.0,2018,27
15560,2450.0,2020,27
15563,2140.0,1865,26
15564,2270.0,1866,26
15601,2550.0,2294,14
15602,2700.0,2295,14
15603,840.0,571,35
15604,830.0,570,35
15605,400.0,233,20
15606,405.0,233,20
15613,690.0,491,25
15614,725.0,491,25
15617,455.0,332,14
15618,525.0,332,14
15619,1415.0,1093,21
15620,1360.0,1093,21
15621,2165.0,1901,25
15622,2340.0,1904,25
15623,3335.0,2541,46
15624,3150.0,2540,46
15629,3300.0,2796,40
15630,3255.0,2797,40
15631,3030.0,2462,34
15632,2835.0,2461,34
15635,4040.0,3219,44
15636,3910.0,3219,44
15639,1870.0,1512,26
15640,1925.0,1513,26
15643,1915.0,1534,27
15644,1905.0,1548,26
15645,3115.0,2598,47
15646,3065.0,2597,48
15647,3175.0,2740,54
15648,3180.0,2739,55
15651,2845.0,2344,43
15652,2935.0,2348,43
15653,2845.0,2431,43
15654,2935.0,2433,43
15655,3195.0,2606,40
15656,3410.0,2607,40
15657,1285.0,977,33
15658,1230.0,977,33
15659,2305.0,1555,40
15660,2275.0,1554,40
15661,1570.0,1228,29
15662,1590.0,1232,29
15665,340.0,250,9
15666,345.0,249,9
15667,3870.0,3142,36
15668,3820.0,3142,36
15669,325.0,250,7
15670,295.0,249,7
15707,2280.0,1787,51
15708,2220.0,1790,53
15711,530.0,398,11
15712,530.0,419,11
15713,415.0,289,19
15714,430.0,289,19
15715,2370.0,1834,28
15716,2410.0,1834,28
15717,685.0,405,26
15718,630.0,404,26
15719,315.0,202,18
15720,315.0,202,18
15721,1020.0,752,18
15722,945.0,773,18
15723,785.0,545,13
15724,720.0,545,13
15765,396.0,262,19
15766,510.0,262,19
15767,285.0,161,14
15768,240.0,161,14
15769,595.0,450,27
15770,585.0,449,26
15771,430.0,300,20
15772,430.0,300,20
15815,285.0,182,12
15816,285.0,182,12
15903,3270.0,2636,35
15904,3420.0,2640,35
15905,4780.0,4260,57
15906,4965.0,4256,58
15909,4015.0,3114,89
15927,870.0,595,27
15928,840.0,595,27
15929,4095.0,3353,51
15930,4170.0,3353,51
15933,3725.0,2870,38
15934,3670.0,2872,38
15941,2270.0,1712,32
15942,2180.0,1712,32
15959,2180.0,1507,56
15960,2120.0,1528,56
15967,925.0,604,31
15968,885.0,603,31
16003,1605.0,1365,26
16004,1635.0,1363,27
16021,575.0,498,24
16022,630.0,499,23
16023,190.0,143,10
16024,180.0,143,10
16031,3485.0,2859,81
16032,3625.0,2857,82
16053,215.0,148,8
16054,220.0,146,9
16057,195.0,148,8
16058,230.0,146,9
16085,190.0,144,15
16086,170.0,144,14
16089,265.0,212,16
16090,255.0,213,16
16093,2365.0,2086,47
16094,2520.0,2083,46
16101,790.0,664,24
16102,815.0,664,25
16105,975.0,775,29
16106,985.0,774,29
16115,255.0,196,10
16116,235.0,196,10
16127,1295.0,1095,48
16128,1385.0,1096,48
16129,60.0,31,4
16130,40.0,31,3
16175,505.0,360,16
16176,490.0,360,16
16179,500.0,394,13
16180,500.0,394,13
16181,780.0,682,26
16182,815.0,682,27
16183,460.0,351,18
16184,430.0,350,18
16185,35.0,10,2
16186,25.0,10,2
16187,870.0,591,29
16188,815.0,592,27
16203,215.0,148,10
16204,240.0,146,11
16205,465.0,372,13
16206,450.0,372,13
16209,2910.0,2278,45
16210,2830.0,2279,44
16215,165.0,138,10
16216,170.0,138,10
16217,1820.0,1304,24
16218,1805.0,1304,24
16227,695.0,508,35
16228,700.0,508,31
16229,3160.0,2698,35
16231,895.0,676,24
16232,930.0,676,25
16233,160.0,120,7
16234,145.0,120,7
16235,1030.0,775,35
16301,485.0,327,30
16302,475.0,327,30
16303,295.0,220,19
16304,310.0,219,19
16305,345.0,282,16
16306,355.0,282,17
16307,455.0,338,27
16308,485.0,339,28
16311,3190.0,2701,44
16312,3245.0,2704,44
16313,455.0,338,27
16314,485.0,339,26
16315,965.0,829,22
16316,950.0,830,22
16317,4385.0,3769,71
16318,4320.0,3765,75
16331,2350.0,1953,43
16332,2425.0,1954,42
16333,2785.0,2407,59
16334,2940.0,2411,59
16335,2695.0,2348,56
16336,2775.0,2352,56
16337,2535.0,2253,50
16338,2680.0,2258,51
16339,2350.0,1874,40
16340,2300.0,1875,39
16341,390.0,302,23
16342,410.0,302,22
16343,880.0,609,22
16344,880.0,610,22
16345,1815.0,1510,46
16346,1855.0,1514,46
16347,865.0,630,50
16348,865.0,632,49
16349,75.0,67,9
16350,80.0,66,9
16351,2405.0,1942,47
16352,2390.0,1945,46
16353,1740.0,1490,31
16354,1790.0,1492,31
16359,3500.0,2987,44
16360,3285.0,2980,44
16381,2690.0,2130,63
16382,2760.0,2132,62
16501,2020.0,1797,25
16502,2210.0,1785,27
16505,2535.0,1949,34
16506,2320.0,1952,33
16507,2755.0,2103,46
16508,2580.0,2104,45
16515,950.0,667,22
16516,900.0,649,22
16517,880.0,579,20
16518,940.0,578,20
16519,215.0,148,16
16520,200.0,148,15
16521,105.0,70,8
16522,95.0,70,8
16523,315.0,262,14
16524,340.0,260,14
16525,1250.0,934,46
16526,1160.0,934,49
16527,800.0,655,18
16528,835.0,654,18
16531,2835.0,2213,38
16532,2920.0,2201,38
16533,2835.0,2173,30
16534,2865.0,2161,30
16535,1240.0,966,32
16536,1250.0,964,32
16557,160.0,138,9
16558,180.0,138,9
16565,1065.0,833,20
16566,1035.0,833,20
16569,780.0,611,15
16570,810.0,599,15
16571,855.0,687,18
16572,815.0,687,18
16573,615.0,453,10
16574,690.0,452,10
16575,585.0,409,14
16576,540.0,394,14
16577,435.0,333,12
16578,375.0,332,12
16579,345.0,268,9
16580,330.0,267,9
16581,370.0,268,10
16582,365.0,267,10
16587,2990.0,2440,35
16588,3190.0,2440,34
16589,985.0,797,30
16590,1000.0,794,30
16591,895.0,668,30
16592,940.0,668,30
16593,1410.0,1021,43
16594,1485.0,1021,43
16603,820.0,620,32
16604,760.0,619,31
16605,955.0,691,41
16606,900.0,689,41
16613,2675.0,2220,35
16614,2610.0,2222,36
16615,510.0,334,10
16616,430.0,334,9
16617,700.0,498,17
16618,645.0,498,15
16629,930.0,631,54
16630,895.0,632,54
16649,930.0,703,52
16650,955.0,702,50
16687,4215.0,3663,63
16688,4370.0,3661,67
16723,1030.0,858,31
16724,1025.0,858,32
16733,3815.0,3177,42
16734,3615.0,3175,42
16779,1115.0,816,23
16780,1095.0,817,23
16787,585.0,454,11
16788,565.0,454,11
16790,675.0,454,11
16791,600.0,347,29
16792,565.0,348,29
16793,3450.0,2916,20
16794,3315.0,2912,20
16853,465.0,400,19
16854,470.0,400,19
16855,1015.0,796,23
16856,1015.0,795,23
16857,1040.0,861,19
16858,1015.0,861,19
16859,1350.0,983,52
16860,1280.0,982,53
16861,930.0,699,23
16862,935.0,698,23
16863,2985.0,2853,43
16864,3205.0,2855,42
17001,950.0,771,25
17002,998.0,771,25
17009,215.0,163,9
17010,210.0,162,9
17011,370.0,316,21
17012,345.0,305,20
17013,855.0,639,15
17014,870.0,640,15
17015,1380.0,1135,41
17016,1370.0,1135,41
17017,1745.0,1467,27
17018,1680.0,1468,28
17019,2470.0,2002,34
17020,2350.0,2004,34
17021,465.0,376,9
17022,640.0,373,9
17023,300.0,243,16
17024,295.0,243,14
17025,435.0,341,15
17026,435.0,341,15
17027,280.0,243,13
17028,330.0,243,13
17031,1030.0,791,26
17032,985.0,793,26
17037,2455.0,2120,28
17038,2470.0,2121,28
17057,1040.0,875,30
17058,1125.0,875,29
17063,720.0,615,23
17064,755.0,615,23
17201,465.0,391,24
17202,495.0,390,25
17203,2450.0,2051,31
17204,2400.0,2053,32
17205,1585.0,1346,39
17206,1638.0,1347,39
17207,1325.0,1129,32
17208,1363.0,1130,32
17209,1185.0,962,35
17210,1135.0,962,36
17211,1110.0,768,21
17212,1005.0,768,21
17213,1325.0,1092,23
17214,1425.0,1092,23
17215,830.0,619,16
17216,890.0,619,16
17221,1580.0,1306,23
17222,1505.0,1306,23
17225,935.0,693,26
17226,945.0,691,26
17229,1780.0,1562,43
17230,1865.0,1563,43
17231,1415.0,1048,27
17232,1425.0,1048,28
17233,575.0,375,34
17234,515.0,374,34
17235,875.0,669,16
17236,835.0,668,16
17239,620.0,382,27
17240,490.0,383,26
17241,120.0,76,8
17242,125.0,77,8
17255,630.0,462,21
17256,655.0,464,21
17301,570.0,493,18
17302,630.0,490,17
17305,125.0,90,4
17307,1360.0,993,34
17308,1420.0,994,32
17309,930.0,665,18
17310,905.0,662,18
17311,1320.0,1029,24
17312,1275.0,1027,25
17315,1645.0,1269,24
17316,1815.0,1273,27
17317,930.0,732,16
17318,990.0,731,16
17319,895.0,660,22
17320,950.0,661,22
17321,1105.0,796,12
17322,1220.0,797,13
17323,2530.0,2037,24
17324,2395.0,2037,24
17325,760.0,607,25
17326,775.0,609,25
17401,610.0,466,21
17402,575.0,466,21
17403,140.0,94,8
17404,165.0,94,9
17405,1490.0,1154,61
17406,1480.0,1153,62
17407,640.0,462,19
17408,650.0,463,19
17409,240.0,184,9
17410,240.0,184,9
17411,665.0,517,18
17412,655.0,517,19
17413,405.0,302,11
17414,405.0,302,11
17415,1175.0,904,31
17416,1225.0,903,32
17417,1755.0,1419,37
17418,1685.0,1419,38
17419,1120.0,778,31
17420,1130.0,777,26
17479,1670.0,1231,72
17480,1685.0,1231,73
17481,1815.0,1402,65
17482,1865.0,1400,66
17487,900.0,735,36
17488,920.0,736,33
17603,805.0,653,18
17604,810.0,652,18
17605,1655.0,1522,28
17606,1770.0,1518,28
17609,1920.0,1736,17
17610,1940.0,1738,17
17613,1045.0,667,13
17614,930.0,667,14
17615,1470.0,1283,23
17616,1510.0,1286,23
17617,705.0,604,20
17618,705.0,604,20
17619,345.0,236,8
17620,330.0,236,8
17621,1395.0,1148,28
17622,1500.0,1148,28
17623,2070.0,1675,29
17624,2105.0,1677,29
17625,480.0,347,21
17626,565.0,341,19
17639,680.0,513,21
17640,645.0,513,21
17641,960.0,730,32
17642,945.0,730,32
17643,1090.0,759,36
17644,1070.0,760,36
17651,980.0,825,21
17652,990.0,824,23
17687,545.0,416,24
17688,560.0,419,24
18005,1515.0,1163,48
18006,1560.0,1164,46
18007,320.0,260,13
18008,380.0,259,13
18009,2430.0,2000,24
18010,2550.0,2002,24
18029,2300.0,1957,83
18030,2270.0,1955,82
18047,2375.0,2128,44
18048,2370.0,2125,45
18101,2840.0,2017,71
18102,2640.0,2017,72
18103,1995.0,1746,25
18104,1990.0,1747,25
18107,825.0,644,13
18108,810.0,644,13
18111,2850.0,2434,42
18112,2985.0,2421,42
