Train_No,Journey_Duration_Minutes,Total_Distance,Number_of_Stops
95510,35.0,32,5
95511,36.0,32,7
95512,40.0,32,5
95513,38.0,32,7
95514,36.0,32,5
95515,38.0,32,7
95516,37.0,32,5
95517,35.0,32,7
95601,16.0,10,4
95602,15.0,10,2
95603,17.0,10,4
95604,15.0,10,2
95605,16.0,10,4
95606,16.0,10,2
95607,15.0,10,4
95608,15.0,10,2
95609,16.0,10,4
95610,15.0,10,2
95611,15.0,10,4
95612,15.0,10,2
95613,16.0,10,4
95614,15.0,10,2
95615,15.0,10,4
95616,15.0,10,2
95617,16.0,10,4
95619,15.0,10,4
95701,60.0,53,7
95702,80.0,53,17
95703,60.0,53,9
95704,62.0,53,9
95705,59.0,53,9
95706,59.0,44,12
95707,72.0,53,16
95708,74.0,53,13
95709,72.0,53,16
95710,76.0,53,14
95711,73.0,53,17
95712,62.0,53,9
95713,49.0,44,6
95714,76.0,53,14
95715,73.0,53,14
95716,76.0,53,13
95717,62.0,53,8
95718,75.0,53,14
95719,62.0,53,8
95720,74.0,53,14
95721,72.0,53,19
95722,50.0,44,6
95723,49.0,44,7
95724,61.0,53,8
95725,47.0,44,7
95726,62.0,53,8
95727,74.0,53,14
95728,75.0,53,14
95729,60.0,44,12
95730,49.0,44,6
95731,74.0,53,13
95732,72.0,53,13
95733,73.0,53,14
95734,45.0,44,6
95735,60.0,44,12
95736,73.0,53,13
95737,78.0,53,14
95738,75.0,53,14
95739,63.0,53,9
95740,62.0,53,2
95741,76.0,53,14
95742,73.0,53,14
95743,81.0,53,17
95744,62.0,53,8
95745,62.0,53,9
95746,60.0,53,9
95801,65.0,48,11
95802,67.0,48,12
95804,66.0,48,11
95805,70.0,48,14
95808,67.0,48,11
95901,39.0,33,6
95902,44.0,33,7
95903,42.0,33,7
95904,45.0,33,7
95905,41.0,33,5
95906,43.0,33,7
95907,41.0,33,6
95908,45.0,33,7
95909,41.0,33,6
95910,43.0,33,7
95911,42.0,33,6
95912,44.0,33,7
95913,50.0,33,10
95917,43.0,33,6
95919,51.0,33,9
96001,5.0,2,2
96002,7.0,2,2
96003,58.0,49,10
96004,7.0,2,2
96005,5.0,2,2
96006,7.0,2,2
96007,5.0,2,2
96008,7.0,2,2
96009,5.0,2,2
96010,7.0,2,2
96011,5.0,2,2
96012,7.0,2,2
96013,5.0,2,2
96014,7.0,2,2
96015,5.0,2,2
96016,7.0,2,2
96017,5.0,2,2
96018,7.0,2,2
96019,57.0,49,10
96020,60.0,49,8
96022,7.0,2,2
96101,53.0,46,9
96102,52.0,46,7
96103,51.0,46,9
96104,51.0,46,7
96105,51.0,46,9
96106,51.0,46,7
96107,52.0,46,9
96108,51.0,46,7
96109,51.0,46,9
96110,51.0,46,7
96111,61.0,46,9
96112,50.0,46,7
96113,52.0,46,9
96114,141.0,99,30
96115,51.0,46,9
96116,138.0,99,30
96117,51.0,46,9
96119,51.0,46,9
96121,51.0,46,9
96201,20.0,14,5
96202,18.0,14,3
96203,18.0,14,5
96204,18.0,14,3
96205,20.0,14,5
96206,17.0,14,3
96207,20.0,14,5
96208,20.0,14,3
96209,21.0,14,5
96210,19.0,14,3
96211,21.0,14,5
96212,20.0,14,3
96213,20.0,14,5
96214,25.0,14,3
96215,19.0,14,5
96216,21.0,14,3
96217,20.0,14,5
96218,19.0,14,3
96219,20.0,14,5
96220,19.0,14,3
96221,19.0,14,5
96222,21.0,14,3
96223,20.0,14,5
96224,21.0,14,3
96225,20.0,14,5
96226,19.0,14,3
96227,20.0,14,5
96228,19.0,14,3
96232,21.0,14,3
96234,20.0,14,3
96236,108.0,67,26
96301,13.0,6,4
96302,13.0,6,2
96303,13.0,6,4
96304,12.0,6,2
96305,14.0,6,4
96306,13.0,6,2
96307,12.0,6,4
96308,12.0,6,2
96309,13.0,6,4
96310,12.0,6,2
96311,12.0,6,4
96312,14.0,6,2
96313,13.0,6,4
96314,13.0,6,2
96315,12.0,6,4
96316,12.0,6,2
96317,13.0,6,4
96318,12.0,6,2
96319,13.0,6,4
96320,13.0,6,2
96321,13.0,6,4
96322,12.0,6,2
96323,13.0,6,4
96324,13.0,6,2
96325,13.0,6,4
96326,12.0,6,2
96327,13.0,6,4
96328,12.0,6,2
96329,14.0,6,4
96330,13.0,6,2
96331,13.0,6,4
96332,12.0,6,2
96333,13.0,6,4
96334,12.0,6,2
96335,13.0,6,4
96336,102.0,59,25
96337,12.0,6,4
96339,14.0,6,4
96341,14.0,6,4
96343,13.0,6,4
96345,13.0,6,4
96401,77.0,67,12
96402,70.0,67,10
96403,73.0,67,12
96404,70.0,67,10
96405,70.0,67,12
96406,72.0,67,10
96407,69.0,67,12
96409,70.0,67,12
96501,21.0,21,4
96502,38.0,32,5
96503,35.0,32,7
96504,37.0,32,5
96505,37.0,32,7
96506,37.0,32,5
96507,36.0,32,7
96508,36.0,32,5
96509,35.0,32,7
96510,36.0,32,5
96511,35.0,32,7
96512,36.0,32,5
96513,35.0,32,7
96514,35.0,32,5
96515,36.0,32,7
96516,37.0,32,5
96517,35.0,32,7
96518,37.0,32,5
96519,35.0,32,7
96520,40.0,32,5
96521,35.0,32,7
96522,34.0,32,5
96524,34.0,32,5
96601,15.0,10,4
96602,15.0,10,2
96603,15.0,10,4
96604,15.0,10,2
96605,15.0,10,4
96606,15.0,10,2
96607,15.0,10,4
96608,15.0,10,2
96609,15.0,10,4
96610,15.0,10,2
96611,14.0,10,4
96612,11.0,10,2
96613,15.0,10,4
96614,15.0,10,2
96615,15.0,10,4
96616,15.0,10,2
96617,15.0,10,4
96618,17.0,10,2
96619,15.0,10,4
96620,15.0,10,2
96621,15.0,10,4
96622,17.0,10,2
96623,15.0,10,4
96624,17.0,10,2
96625,15.0,10,4
96626,15.0,10,2
96627,14.0,10,4
96628,15.0,10,2
96629,14.0,10,4
96630,15.0,10,2
96631,15.0,10,4
96632,15.0,10,2
96633,15.0,10,4
96634,15.0,10,2
96635,15.0,10,4
96636,15.0,10,2
96637,16.0,10,4
96638,15.0,10,2
96639,15.0,10,4
96640,16.0,10,2
96641,15.0,10,4
96642,15.0,10,2
96643,15.0,10,4
96644,15.0,10,2
96645,15.0,10,4
96646,16.0,10,2
96647,15.0,10,4
96648,15.0,10,2
96649,15.0,10,4
96650,16.0,10,2
96651,15.0,10,4
96652,15.0,10,2
96653,15.0,10,4
96654,15.0,10,2
96655,15.0,10,4
96656,15.0,10,2
96657,103.0,64,27
96658,16.0,10,2
96660,15.0,10,2
97000,88.0,53,2
97001,56.0,35,14
97002,87.0,53,24
97003,57.0,35,14
97004,87.0,53,24
97005,57.0,35,14
97006,88.0,53,24
97007,57.0,35,14
97008,87.0,53,24
97009,57.0,35,14
97010,88.0,53,24
97011,90.0,53,24
97012,68.0,44,17
97013,58.0,35,13
97014,87.0,53,24
97015,88.0,53,24
97016,90.0,53,24
97017,88.0,53,24
97018,88.0,53,24
97019,88.0,53,24
97020,88.0,53,24
97021,88.0,53,24
97022,89.0,53,24
97023,68.0,44,17
97024,89.0,53,24
97025,86.0,53,24
97026,69.0,44,17
97027,87.0,53,24
97028,70.0,44,17
97029,87.0,53,23
97030,90.0,53,24
97031,90.0,53,24
97032,91.0,53,24
97033,32.0,20,8
97034,89.0,53,24
97035,71.0,44,17
97036,88.0,53,24
97037,89.0,53,24
97038,88.0,53,24
97039,87.0,53,24
97040,88.0,53,24
97041,88.0,53,24
97042,59.0,37,15
97043,72.0,44,17
97044,88.0,53,24
97045,72.0,44,17
97046,31.0,20,8
97047,89.0,53,24
97048,90.0,53,24
97049,87.0,53,24
97050,72.0,44,17
97051,62.0,37,15
97052,90.0,53,24
97053,87.0,53,24
97054,89.0,53,24
97055,87.0,53,24
97056,31.0,20,8
97057,89.0,53,24
97058,88.0,53,24
97059,87.0,53,24
97060,88.0,53,24
97061,87.0,53,24
97062,89.0,53,24
97063,69.0,44,17
97064,58.0,37,15
97065,91.0,53,24
97066,88.0,53,24
97067,92.0,53,24
97068,88.0,53,24
97069,87.0,53,24
97070,89.0,53,24
97071,87.0,53,24
97072,69.0,44,17
97073,32.0,20,8
97074,91.0,53,24
97075,87.0,53,24
97076,89.0,53,24
97077,59.0,37,15
97078,88.0,53,24
97079,87.0,53,24
97080,89.0,53,24
97081,88.0,53,24
97082,88.0,53,24
97083,87.0,53,24
97084,87.0,53,24
97085,87.0,53,24
97086,31.0,20,8
97087,70.0,44,17
97088,92.0,53,24
97089,87.0,53,24
97090,89.0,53,24
97091,89.0,53,24
97092,69.0,44,17
97093,87.0,53,24
97094,91.0,20,8
97095,89.0,53,24
97096,86.0,53,24
97097,60.0,37,15
97098,68.0,44,17
97099,59.0,35,14
97100,88.0,53,24
97101,90.0,53,24
97102,89.0,53,24
97103,90.0,53,24
97104,90.0,53,24
97105,89.0,53,24
97106,88.0,53,24
97107,69.0,44,17
97108,88.0,53,24
97109,55.0,35,14
97110,68.0,44,17
97111,88.0,53,24
97112,87.0,53,24
97113,88.0,53,24
97114,88.0,53,24
97115,73.0,44,17
97116,58.0,37,15
97117,89.0,53,24
97118,31.0,20,8
97119,88.0,53,24
97120,72.0,44,17
97121,71.0,44,17
97122,90.0,53,24
97123,74.0,44,17
97124,89.0,53,24
97125,88.0,53,24
97126,68.0,44,17
97127,88.0,53,24
97128,87.0,53,24
97129,88.0,53,24
97130,32.0,20,8
97131,61.0,37,15
97132,71.0,44,17
97133,88.0,53,24
97134,70.0,44,17
97135,70.0,44,17
97136,87.0,53,24
97137,72.0,44,17
97138,69.0,44,17
97139,89.0,53,24
97140,60.0,37,15
97141,72.0,44,17
97142,91.0,53,24
97143,71.0,44,17
97144,88.0,53,24
97145,70.0,44,17
97146,89.0,53,24
97147,88.0,53,24
97148,59.0,37,15
97149,88.0,53,24
97150,32.0,20,8
97151,89.0,53,24
97152,31.0,20,8
97153,89.0,53,24
97155,69.0,44,17
97201,78.0,48,22
97202,79.0,48,22
97203,78.0,48,22
97204,81.0,48,22
97205,78.0,48,22
97206,80.0,48,22
97207,78.0,48,22
97208,81.0,48,22
97209,78.0,48,22
97210,81.0,48,22
97211,77.0,48,22
97212,62.0,39,15
97213,79.0,48,22
97214,80.0,48,22
97215,77.0,48,22
97216,80.0,48,22
97217,77.0,48,22
97218,82.0,48,22
97219,79.0,48,22
97220,80.0,48,22
97221,78.0,48,22
97222,80.0,48,22
97223,78.0,48,22
97224,82.0,48,22
97225,78.0,48,22
97226,80.0,48,22
97227,81.0,48,22
97228,81.0,48,22
97229,79.0,48,22
97230,80.0,48,22
97231,78.0,48,22
97232,79.0,48,22
97233,77.0,48,22
97234,62.0,39,15
97235,62.0,39,15
97236,79.0,48,22
97237,60.0,39,15
97238,80.0,48,22
97239,81.0,48,22
97240,79.0,48,22
97241,79.0,48,22
97242,83.0,48,22
97243,79.0,48,22
97244,82.0,48,22
97245,78.0,48,22
97246,80.0,48,22
97247,62.0,39,15
97248,81.0,48,22
97249,78.0,48,22
97250,80.0,48,22
97251,78.0,48,22
97252,84.0,48,22
97253,80.0,48,22
97254,61.0,39,15
97255,78.0,48,22
97256,81.0,48,22
97258,81.0,48,22
97260,60.0,39,15
97301,56.0,33,17
97302,56.0,33,17
97303,56.0,33,17
97304,56.0,33,17
97305,56.0,33,17
97306,56.0,33,17
97307,56.0,33,17
97308,56.0,33,17
97309,56.0,33,17
97310,58.0,33,17
97311,56.0,33,17
97312,56.0,33,17
97313,56.0,33,17
97314,58.0,33,17
97315,56.0,33,17
97316,56.0,33,17
97317,56.0,33,17
97318,56.0,33,17
97319,56.0,33,17
97320,56.0,33,17
97321,56.0,33,17
97322,56.0,33,17
97323,58.0,33,17
97324,56.0,33,17
97325,56.0,33,17
97326,56.0,33,17
97327,59.0,33,17
97328,56.0,33,17
97329,56.0,33,17
97330,59.0,33,17
97331,57.0,33,17
97332,58.0,33,17
97333,56.0,33,17
97334,58.0,33,17
97335,56.0,33,17
97336,58.0,33,17
97337,57.0,33,17
97338,57.0,33,17
97339,55.0,33,17
97340,58.0,33,17
97341,55.0,33,17
97342,58.0,33,17
97343,58.0,33,17
97344,58.0,33,17
97345,57.0,33,17
97346,58.0,33,17
97347,60.0,33,17
97348,60.0,33,17
97349,56.0,33,17
97350,59.0,33,17
97351,56.0,33,17
97352,58.0,33,17
97353,55.0,33,17
97354,58.0,33,17
97355,56.0,33,17
97356,58.0,33,17
97357,56.0,33,17
97358,58.0,33,17
97359,56.0,33,17
97360,58.0,33,17
97361,60.0,33,17
97362,59.0,33,17
97363,56.0,33,17
97364,58.0,33,17
97365,56.0,33,17
97366,58.0,33,17
97367,56.0,33,17
97368,58.0,33,17
97369,55.0,33,17
97370,59.0,33,17
97371,56.0,33,17
97372,58.0,33,17
97373,57.0,33,17
97374,58.0,33,17
97375,38.0,24,10
97376,58.0,33,17
97377,56.0,33,17
97378,59.0,33,17
97379,56.0,33,17
97380,58.0,33,17
97381,56.0,33,17
97382,57.0,33,17
97383,57.0,33,17
97384,38.0,24,10
97385,56.0,33,17
97386,58.0,33,17
97387,56.0,33,17
97388,57.0,33,17
97389,56.0,33,17
97390,57.0,33,17
97391,56.0,33,17
97392,57.0,33,17
97393,56.0,33,17
97394,58.0,33,17
97395,56.0,33,17
97396,57.0,33,17
97397,56.0,33,17
97398,58.0,33,17
97399,58.0,33,17
97400,55.0,33,17
97401,57.0,33,17
97402,57.0,33,17
97403,56.0,33,17
97404,59.0,33,17
97405,56.0,33,17
97406,38.0,24,10
97407,56.0,33,17
97408,58.0,33,17
97409,39.0,24,10
97410,40.0,24,10
97411,55.0,33,17
97412,59.0,33,17
97413,57.0,33,17
97414,58.0,33,17
97415,38.0,24,10
97416,59.0,33,17
97417,56.0,33,17
97418,57.0,33,17
97419,56.0,33,17
97420,39.0,24,10
97421,56.0,33,17
97422,58.0,33,17
97423,55.0,33,17
97424,38.0,24,10
97425,55.0,33,17
97426,58.0,33,17
97427,55.0,33,17
97428,58.0,33,17
97429,39.0,24,10
97430,39.0,24,10
97431,55.0,33,17
97432,58.0,33,17
97433,56.0,33,17
97434,60.0,33,17
97435,55.0,33,17
97436,58.0,33,17
97437,56.0,33,17
97438,58.0,33,17
97439,56.0,33,17
97440,59.0,33,17
97441,55.0,33,17
97442,39.0,24,10
97444,59.0,33,16
97445,56.0,33,16
97446,58.0,33,16
97501,34.0,19,12
97502,37.0,19,12
97503,34.0,19,12
97504,37.0,19,12
97601,28.0,15,10
97602,30.0,15,10
97603,28.0,15,10
97604,30.0,15,10
97605,28.0,15,10
97606,30.0,15,10
97607,28.0,15,10
97608,30.0,15,10
97609,30.0,15,10
97610,30.0,15,10
97611,28.0,15,10
97612,31.0,15,10
97613,28.0,15,10
97614,31.0,15,10
97615,31.0,15,10
97616,30.0,15,10
97617,29.0,15,10
97618,30.0,15,10
97619,30.0,15,10
97620,30.0,15,10
97621,28.0,15,10
97622,30.0,15,10
97623,28.0,15,10
97624,29.0,15,10
97625,28.0,15,10
97626,30.0,15,10
97627,28.0,15,10
97628,30.0,15,10
97629,28.0,15,10
97630,30.0,15,10
97631,28.0,15,10
97632,30.0,15,10
97633,29.0,15,10
97634,31.0,15,10
97635,28.0,15,10
97636,30.0,15,10
97637,29.0,15,10
97638,30.0,15,10
97639,28.0,15,10
97640,31.0,15,10
97641,28.0,15,10
97642,31.0,15,10
97643,28.0,15,10
97644,30.0,15,10
97645,29.0,15,10
97646,30.0,15,10
97647,29.0,15,10
97648,30.0,15,10
97649,29.0,15,10
97651,29.0,15,10
97653,29.0,15,10
97655,29.0,15,10
98000,77.0,49,2
98001,77.0,49,2
98002,77.0,49,2
98003,77.0,49,2
98004,77.0,49,2
98005,77.0,49,2
98006,77.0,49,2
98007,77.0,49,2
98008,77.0,49,2
98009,77.0,49,2
98010,77.0,49,2
98011,77.0,49,2
98012,77.0,49,2
98013,31.0,20,2
98014,77.0,49,2
98015,77.0,49,2
98016,78.0,49,2
98017,77.0,49,2
98018,60.0,39,2
98019,77.0,49,2
98020,78.0,49,2
98021,30.0,20,2
98022,78.0,49,2
98023,77.0,49,2
98024,77.0,49,2
98025,77.0,49,2
98026,59.0,39,2
98027,77.0,49,2
98028,77.0,49,2
98029,77.0,49,2
98030,77.0,49,2
98031,62.0,39,2
98032,59.0,39,2
98033,77.0,49,2
98034,77.0,49,2
98035,78.0,49,2
98036,77.0,49,2
98037,80.0,49,2
98038,77.0,49,2
98039,77.0,49,2
98040,59.0,39,2
98041,77.0,49,2
98042,77.0,49,2
98043,77.0,49,2
98044,78.0,49,2
98045,77.0,49,2
98046,78.0,49,2
98047,77.0,49,2
98048,77.0,49,2
98049,77.0,49,2
98050,77.0,49,2
98051,59.0,39,2
98052,77.0,49,2
98053,77.0,49,2
98054,77.0,49,2
98055,78.0,49,2
98056,79.0,49,2
98057,78.0,49,2
98058,77.0,49,2
98059,77.0,49,2
98060,77.0,49,2
98061,77.0,49,2
98062,77.0,49,2
98063,78.0,49,2
98064,77.0,49,2
98065,77.0,49,2
98066,78.0,49,2
98067,77.0,49,2
98068,77.0,49,2
98069,77.0,49,2
98070,77.0,49,2
98071,77.0,49,2
98072,77.0,49,2
98073,77.0,49,2
98074,77.0,49,2
98075,80.0,49,2
98076,77.0,49,2
98077,77.0,49,2
98078,81.0,49,2
98079,77.0,49,2
98080,80.0,49,2
98081,77.0,49,2
98082,78.0,49,2
98083,60.0,39,2
98084,78.0,49,2
98085,77.0,49,2
98087,77.0,49,2
98088,77.0,49,2
98089,77.0,49,2
98090,77.0,49,2
98091,77.0,49,2
98092,77.0,49,2
98093,78.0,49,2
98094,77.0,49,2
98095,78.0,49,2
98096,77.0,49,2
98097,77.0,49,2
98098,77.0,49,2
98099,77.0,49,2
98100,77.0,49,2
98101,77.0,49,2
98102,77.0,49,2
98103,60.0,39,2
98104,77.0,49,2
98105,77.0,49,2
98106,78.0,49,2
98107,77.0,49,2
98108,80.0,49,2
98109,79.0,49,2
98110,77.0,49,2
98111,78.0,49,2
98112,77.0,49,2
98113,77.0,49,2
98114,77.0,49,2
98115,77.0,49,2
98116,77.0,49,2
98117,77.0,49,2
98118,79.0,49,2
98119,78.0,49,2
98120,78.0,49,2
98121,77.0,49,2
98122,78.0,49,2
98123,77.0,49,2
98124,79.0,49,2
98125,77.0,49,2
98126,78.0,49,2
98127,77.0,49,2
98128,77.0,49,2
98129,77.0,49,2
98130,77.0,49,2
98131,79.0,49,2
98132,79.0,49,2
98133,63.0,39,2
98134,61.0,39,2
98135,80.0,49,2
98136,79.0,49,2
98137,78.0,49,2
98138,78.0,49,2
98139,77.0,49,2
98140,81.0,49,2
98141,77.0,49,2
98142,79.0,49,2
98143,60.0,39,2
98144,59.0,39,2
98145,78.0,49,2
98146,77.0,49,2
98147,77.0,49,2
98148,77.0,49,2
98149,60.0,39,2
98150,77.0,49,2
98151,79.0,49,2
98152,77.0,49,2
98153,78.0,49,2
98154,77.0,49,2
98155,78.0,49,2
98156,77.0,49,2
98157,78.0,49,2
98158,77.0,49,2
98159,77.0,49,2
98160,79.0,49,2
98161,77.0,49,2
98162,78.0,49,2
98163,79.0,49,2
98164,78.0,49,2
98165,77.0,49,2
98166,30.0,20,2
98167,60.0,39,2
98168,79.0,49,2
98169,77.0,49,2
98170,78.0,49,2
98171,78.0,49,2
98172,78.0,49,2
98173,59.0,39,2
98174,78.0,49,2
98175,78.0,49,2
98176,78.0,49,2
98177,60.0,39,2
98178,78.0,49,2
98179,78.0,49,2
98180,77.0,49,2
98181,60.0,39,2
98182,78.0,49,2
98183,77.0,49,2
98184,77.0,49,2
98185,77.0,49,2
98186,78.0,49,2
98187,60.0,39,2
98188,77.0,49,2
98189,77.0,49,2
98190,77.0,49,2
98191,77.0,49,2
98192,78.0,49,2
98193,78.0,49,2
98194,77.0,49,2
98195,79.0,49,2
98196,15.0,10,2
98197,78.0,49,2
98198,78.0,49,2
98199,78.0,49,2
98200,30.0,20,2
98201,78.0,49,2
98202,78.0,49,2
98203,77.0,49,2
98204,80.0,49,2
98205,77.0,49,2
98207,77.0,49,2
98208,15.0,10,2
98209,77.0,49,2
98211,77.0,49,2
98213,77.0,49,2
98214,15.0,10,2
98215,78.0,49,2
98300,64.0,38,2
98301,64.0,38,2
98302,64.0,38,2
98303,63.0,38,2
98304,64.0,38,2
98305,63.0,38,2
98306,64.0,38,2
98307,66.0,38,2
98308,64.0,38,2
98309,46.0,28,2
98310,64.0,38,2
98311,63.0,38,2
98312,63.0,38,2
98313,63.0,38,2
98314,63.0,38,2
98315,63.0,38,2
98316,63.0,38,2
98317,63.0,38,2
98318,63.0,38,2
98319,63.0,38,2
98320,63.0,38,2
98321,46.0,28,2
98322,63.0,38,2
98323,65.0,38,2
98324,63.0,38,2
98325,63.0,38,2
98326,63.0,38,2
98327,63.0,38,2
98328,65.0,38,2
98329,48.0,28,2
98330,63.0,38,2
98331,63.0,38,2
98332,63.0,38,2
98333,63.0,38,2
98334,45.0,28,2
98335,65.0,38,2
98336,65.0,38,2
98337,63.0,38,2
98338,45.0,28,2
98339,64.0,38,2
98340,45.0,28,2
98341,63.0,38,2
98342,64.0,38,2
98343,63.0,38,2
98344,63.0,38,2
98345,64.0,38,2
98346,63.0,38,2
98347,63.0,38,2
98348,63.0,38,2
98349,64.0,38,2
98350,64.0,38,2
98351,64.0,38,2
98352,64.0,38,2
98353,65.0,38,2
98354,63.0,38,2
98355,46.0,28,2
98356,63.0,38,2
98357,63.0,38,2
98358,63.0,38,2
98359,63.0,38,2
98360,64.0,38,2
98361,63.0,38,2
98362,64.0,38,2
98363,63.0,38,2
98364,48.0,28,2
98365,64.0,38,2
98366,63.0,38,2
98367,46.0,28,2
98368,65.0,38,2
98369,63.0,38,2
98370,64.0,38,2
98371,63.0,38,2
98372,67.0,38,2
98373,64.0,38,2
98374,64.0,38,2
98375,65.0,38,2
98376,63.0,38,2
98377,63.0,38,2
98378,65.0,38,2
98379,64.0,38,2
98380,66.0,38,2
98381,65.0,38,2
98382,63.0,38,2
98384,45.0,28,2
98386,63.0,38,2
98388,67.0,38,2
98390,64.0,38,2
98392,63.0,38,2
98394,63.0,38,2
98500,48.0,28,2
98501,47.0,28,2
98502,48.0,28,2
98503,48.0,28,2
98504,48.0,28,2
98505,47.0,28,2
98506,48.0,28,2
98507,29.0,19,2
98508,48.0,28,2
98509,48.0,28,2
98510,48.0,28,2
98511,47.0,28,2
98512,48.0,28,2
98513,48.0,28,2
98514,30.0,19,2
98515,47.0,28,2
98516,48.0,28,2
98517,47.0,28,2
98518,48.0,28,2
98519,48.0,28,2
98520,48.0,28,2
98521,48.0,28,2
98522,48.0,28,2
98523,47.0,28,2
98524,49.0,28,2
98525,47.0,28,2
98526,49.0,28,2
98527,29.0,19,2
98528,48.0,28,2
98529,47.0,28,2
98530,48.0,28,2
98531,47.0,28,2
98532,48.0,28,2
98533,47.0,28,2
98535,47.0,28,2
98537,47.0,28,2
98538,30.0,19,2
98539,47.0,28,2
98540,48.0,28,2
98541,47.0,28,2
98543,48.0,28,2
98544,48.0,28,2
98545,49.0,28,2
98546,30.0,19,2
98547,49.0,28,2
98548,48.0,28,2
98549,47.0,28,2
98550,48.0,28,2
98551,48.0,28,2
98552,48.0,28,2
98553,49.0,28,2
98554,48.0,28,2
98555,48.0,28,2
98556,49.0,28,2
98557,47.0,28,2
98558,30.0,19,2
98559,47.0,28,2
98560,48.0,28,2
98561,47.0,28,2
98562,30.0,19,2
98563,48.0,28,2
98564,48.0,28,2
98565,47.0,28,2
98566,48.0,28,2
98567,47.0,28,2
98568,50.0,28,2
98569,47.0,28,2
98570,32.0,19,2
98571,47.0,28,2
98572,50.0,28,2
98573,47.0,28,2
98574,48.0,28,2
98575,47.0,28,2
98576,48.0,28,2
98577,47.0,28,2
98578,30.0,19,2
98580,31.0,19,2
98600,41.0,21,2
98601,44.0,21,2
98602,41.0,21,2
98603,44.0,21,2
98604,36.0,17,2
98605,33.0,17,2
98700,20.0,10,2
98701,20.0,10,2
98702,21.0,10,2
98703,20.0,10,2
98704,21.0,10,2
98705,20.0,10,2
98706,21.0,10,2
98707,20.0,10,2
98708,21.0,10,2
98709,20.0,10,2
98710,21.0,10,2
98711,20.0,10,2
98712,21.0,10,2
98713,20.0,10,2
98714,21.0,10,2
98715,20.0,10,2
98716,21.0,10,2
98717,20.0,10,2
98718,21.0,10,2
98719,20.0,10,2
98720,21.0,10,2
98721,20.0,10,2
98722,21.0,10,2
98723,20.0,10,2
98724,21.0,10,2
98725,20.0,10,2
98726,21.0,10,2
98727,20.0,10,2
98728,21.0,10,2
98729,20.0,10,2
98730,21.0,10,2
98731,20.0,10,2
98732,21.0,10,2
98733,20.0,10,2
98734,21.0,10,2
98735,21.0,10,2
98736,21.0,10,2
98737,20.0,10,2
98738,21.0,10,2
98739,20.0,10,2
98740,21.0,10,2
98741,20.0,10,2
98742,21.0,10,2
98743,20.0,10,2
98744,21.0,10,2
98745,20.0,10,2
98746,20.0,10,2
98747,20.0,10,2
98748,20.0,10,2
98749,20.0,10,2
98750,21.0,10,2
98751,20.0,10,2
98752,21.0,10,2
98753,20.0,10,2
98754,21.0,10,2
98755,20.0,10,2
98756,21.0,10,2
98757,20.0,10,2
98758,21.0,10,2
98759,20.0,10,2
98760,20.0,10,2
98761,20.0,10,2
98762,21.0,10,2
98763,20.0,10,2
98764,20.0,10,2
98765,20.0,10,2
98766,20.0,10,2
98767,20.0,10,2
98768,22.0,10,2
98769,20.0,10,2
98770,21.0,10,2
98771,20.0,10,2
98772,20.0,10,2
98773,21.0,10,2
98774,20.0,10,2
98775,20.0,10,2
98776,20.0,10,2
98777,20.0,10,2
98778,20.0,10,2
98779,20.0,10,2
98780,20.0,10,2
98781,20.0,10,2
98782,20.0,10,2
98783,20.0,10,2
98784,20.0,10,2
98785,20.0,10,2
98800,21.0,10,2
98801,28.0,10,2
98802,21.0,10,2
98803,28.0,10,2
98804,21.0,10,2
98805,20.0,10,2
98806,21.0,10,2
98807,20.0,10,2
98808,21.0,10,2
98809,20.0,10,2
98810,21.0,10,2
98811,20.0,10,2
98812,21.0,10,2
98813,20.0,10,2
98814,21.0,10,2
98815,21.0,10,2
98816,21.0,10,2
98817,20.0,10,2
98818,21.0,10,2
98819,20.0,10,2
98820,21.0,10,2
98821,20.0,10,2
98822,21.0,10,2
98823,20.0,10,2
98824,21.0,10,2
98825,20.0,10,2
98826,22.0,10,2
98827,20.0,10,2
98828,21.0,10,2
98829,20.0,10,2
98830,21.0,10,2
98831,20.0,10,2
98832,21.0,10,2
98833,20.0,10,2
98834,21.0,10,2
98835,22.0,10,2
98836,21.0,10,2
98837,20.0,10,2
98838,21.0,10,2
98839,20.0,10,2
98840,21.0,10,2
98841,20.0,10,2
98842,21.0,10,2
98843,20.0,10,2
98844,21.0,10,2
98845,20.0,10,2
98846,21.0,10,2
98847,20.0,10,2
98848,21.0,10,2
98849,20.0,10,2
98850,20.0,10,2
98851,20.0,10,2
98852,21.0,10,2
98853,20.0,10,2
98854,21.0,10,2
98855,20.0,10,2
98856,22.0,10,2
98857,20.0,10,2
98858,22.0,10,2
98859,20.0,10,2
98860,21.0,10,2
98861,20.0,10,2
98862,21.0,10,2
98863,20.0,10,2
98864,21.0,10,2
98865,22.0,10,2
98866,21.0,10,2
98867,20.0,10,2
98868,21.0,10,2
98869,20.0,10,2
98870,21.0,10,2
98871,20.0,10,2
98872,21.0,10,2
98873,22.0,10,2
98874,22.0,10,2
98875,20.0,10,2
98876,20.0,10,2
98877,20.0,10,2
98878,20.0,10,2
98879,21.0,10,2
98880,20.0,10,2
98881,20.0,10,2
98882,20.0,10,2
98883,20.0,10,2
98884,20.0,10,2
98885,20.0,10,2
98886,20.0,10,2
98887,20.0,10,2
98900,66.0,40,2
98901,60.0,39,2
98902,70.0,40,2
